L,k,e_layer,e_test,p_good,p_escape,p_complete,e_die,dppm
8,1,7.097219948769955,7.097219948769955,0.7520011534839748,0.0014382535721624032,0.7534394070561372,8.097219948769954,1908.917371049112
8,2,7.231816717552705,3.6159083587763523,0.7520011534839748,0.002934463359931372,0.7549356168439062,8.231816717552704,3887.037906886985
8,4,7.4952840023750005,1.8738210005937501,0.7520011534839748,0.00609099235548876,0.7580921458394635,8.495284002375001,8034.633242036796
12,1,9.95641485089292,9.95641485089292,0.6521203607482339,0.0012472247336714874,0.6533675854819053,10.95641485089292,1908.9173711480803
12,2,10.147717833815824,5.073858916907912,0.6521203607482339,0.002544729026971006,0.6546650897752049,11.147717833815824,3887.0699945903643
12,4,10.527652585732854,2.6319131464332135,0.6521203607482339,0.005298589254561488,0.6574189500027954,11.527652585732854,8059.684398417413
16,1,12.435851487902978,12.435851487902978,0.5655057348412287,0.0010815683453247564,0.5665873031865535,13.435851487902978,1908.917371148081
16,2,12.676329009925528,6.338164504962764,0.5655057348412287,0.0022067381719208514,0.5677124730131495,13.676329009925528,3887.0700870962514
16,4,13.157328385744037,3.2893320964360093,0.5655057348412287,0.004595660758078343,0.5701013955993071,14.157328385744037,8061.128763326831
